# Copyright 2019 Maxence Thevenet
#
# This file is part of WarpX.
#
# License: BSD-3-Clause-LBNL

# Reference:
# Kramida, A., Ralchenko, Yu., Reader, J., and NIST ASD Team (2014).
# NIST Atomic Spectra Database (ver. 5.2), [Online].
# Available: http://physics.nist.gov/asd [2017, March 3].

# License (from https://www.nist.gov/director/licensing):
# This data was developed by employees of the National Institute of Standards
# and Technology (NIST), an agency of the Federal Government. Pursuant to title
# 17 United States Code Section 105, works of NIST employees are not subject to
# copyright protection in the United States and are considered to be in the
# public domain.
# The data is provided by NIST as a public service and is expressly provided
# "AS IS." NIST MAKES NO WARRANTY OF ANY KIND, EXPRESS, IMPLIED OR STATUTORY,
# INCLUDING, WITHOUT LIMITATION, THE IMPLIED WARRANTY OF MERCHANTABILITY,
# FITNESS FOR A PARTICULAR PURPOSE, NON-INFRINGEMENT AND DATA ACCURACY. NIST
# does not warrant or make any representations regarding the use of the data or
# the results thereof, including but not limited to the correctness, accuracy,
# reliability or usefulness of the data. NIST SHALL NOT BE LIABLE AND YOU
# HEREBY RELEASE NIST FROM LIABILITY FOR ANY INDIRECT, CONSEQUENTIAL, SPECIAL,
# OR INCIDENTAL DAMAGES (INCLUDING DAMAGES FOR LOSS OF BUSINESS PROFITS,
# BUSINESS INTERRUPTION, LOSS OF BUSINESS INFORMATION, AND THE LIKE), WHETHER
# ARISING IN TORT, CONTRACT, OR OTHERWISE, ARISING FROM OR RELATING TO THE DATA
# (OR THE USE OF OR INABILITY TO USE THIS DATA), EVEN IF NIST HAS BEEN ADVISED
# OF THE POSSIBILITY OF SUCH DAMAGES.
# To the extent that NIST may hold copyright in countries other than the United
# States, you are hereby granted the non-exclusive irrevocable and unconditional
# right to print, publish, prepare derivative works and distribute the NIST
# data, in any medium, or authorize others to do so on your behalf, on a
# royalty-free basis throughout the world.
# You may improve, modify, and create derivative works of the data or any
# portion of the data, and you may copy and distribute such modifications or
# works. Modified works should carry a notice stating that you changed the data
# and should note the date and nature of any such change. Please explicitly
# acknowledge the National Institute of Standards and Technology as the source
# of the data: Data citation recommendations are provided below.
# Permission to use this data is contingent upon your acceptance of the terms
# of this agreement and upon your providing appropriate acknowledgments of
# NIST's creation of the data.

-----------------------------------------------------------------------------
At. num | Sp. Name      | Ion Charge |        Ionization Energy (eV)        |
     53 | I XII         |        +11 |           (247.0)                    |
     53 | I XIII        |        +12 |           (279)                      |
     53 | I XIV         |        +13 |           (307)                      |
     53 | I XV          |        +14 |           (335)                      |
     53 | I XVI         |        +15 |           (365)                      |
     53 | I XVII        |        +16 |           (393)                      |
     53 | I XVIII       |        +17 |           (505)                      |
     53 | I XIX         |        +18 |           (535)                      |
     53 | I XX          |        +19 |           (569)                      |
     53 | I XXI         |        +20 |           (601)                      |
     53 | I XXII        |        +21 |           (649)                      |
     53 | I XXIII       |        +22 |           (683)                      |
     53 | I XXIV        |        +23 |           (762)                      |
     53 | I XXV         |        +24 |           [800.8]                    |
     53 | I XXVI        |        +25 |          (1397)                      |
     53 | I XXVII       |        +26 |          (1472)                      |
     53 | I XXVIII      |        +27 |          (1553)                      |
     53 | I XXIX        |        +28 |          (1639)                      |
     53 | I XXX         |        +29 |          (1720)                      |
     53 | I XXXI        |        +30 |          (1812)                      |
     53 | I XXXII       |        +31 |          (1911)                      |
     53 | I XXXIII      |        +32 |          (1999)                      |
     53 | I XXXIV       |        +33 |          (2093)                      |
     53 | I XXXV        |        +34 |          (2181)                      |
     53 | I XXXVI       |        +35 |          (2431)                      |
     53 | I XXXVII      |        +36 |          (2510)                      |
     53 | I XXXVIII     |        +37 |          (2598)                      |
     53 | I XXXIX       |        +38 |          (2680)                      |
     53 | I XL          |        +39 |          (2836)                      |
     53 | I XLI         |        +40 |          (2926)                      |
     53 | I XLII        |        +41 |          (3096)                      |
     53 | I XLIII       |        +42 |          [3185.5]                    |
     53 | I XLIV        |        +43 |          (7337)                      |
     53 | I XLV         |        +44 |          (7563)                      |
     53 | I XLVI        |        +45 |          (7811)                      |
     53 | I XLVII       |        +46 |          (8044)                      |
     53 | I XLVIII      |        +47 |          (8601)                      |
     53 | I XLIX        |        +48 |          (8867)                      |
     53 | I L           |        +49 |          (9196)                      |
     53 | I LI          |        +50 |          (9421.10)                   |
     53 | I LII         |        +51 |         (38716.996)                  |
     53 | I LIII        |        +52 |         (39721.549)                  |
     54 | Xe I          |          0 |            12.1298437                |
     54 | Xe II         |         +1 |           [20.975]                   |
     54 | Xe III        |         +2 |           [31.05]                    |
     54 | Xe IV         |         +3 |            42.20                     |
     54 | Xe V          |         +4 |           [54.1]                     |
     54 | Xe VI         |         +5 |            66.703                    |
     54 | Xe VII        |         +6 |           [91.6]                     |
     54 | Xe VIII       |         +7 |           105.9778                   |
     54 | Xe IX         |         +8 |           179.84                     |
     54 | Xe X          |         +9 |          (202.0)                     |
     54 | Xe XI         |        +10 |          [229.02]                    |
     54 | Xe XII        |        +11 |          (255.0)                     |
     54 | Xe XIII       |        +12 |          (281)                       |
     54 | Xe XIV        |        +13 |          (314)                       |
     54 | Xe XV         |        +14 |          (343)                       |
     54 | Xe XVI        |        +15 |          (374)                       |
     54 | Xe XVII       |        +16 |          (404)                       |
     54 | Xe XVIII      |        +17 |          (434)                       |
     54 | Xe XIX        |        +18 |          (549)                       |
     54 | Xe XX         |        +19 |          (582)                       |
     54 | Xe XXI        |        +20 |          (616)                       |
     54 | Xe XXII       |        +21 |          (650)                       |
     54 | Xe XXIII      |        +22 |          (700)                       |
     54 | Xe XXIV       |        +23 |          (736)                       |
     54 | Xe XXV        |        +24 |          (818)                       |
     54 | Xe XXVI       |        +25 |          [857.0]                     |
     54 | Xe XXVII      |        +26 |         (1493)                       |
     54 | Xe XXVIII     |        +27 |         (1571)                       |
     54 | Xe XXIX       |        +28 |         (1653)                       |
     54 | Xe XXX        |        +29 |         (1742)                       |
     54 | Xe XXXI       |        +30 |         (1826)                       |
     54 | Xe XXXII      |        +31 |         (1919)                       |
     54 | Xe XXXIII     |        +32 |         (2023)                       |
     54 | Xe XXXIV      |        +33 |         (2113)                       |
     54 | Xe XXXV       |        +34 |         (2209)                       |
     54 | Xe XXXVI      |        +35 |         (2300)                       |
     54 | Xe XXXVII     |        +36 |         (2556)                       |
     54 | Xe XXXVIII    |        +37 |         (2637)                       |
     54 | Xe XXXIX      |        +38 |         (2726)                       |
     54 | Xe XL         |        +39 |         (2811)                       |
     54 | Xe XLI        |        +40 |         (2975)                       |
     54 | Xe XLII       |        +41 |         (3068)                       |
     54 | Xe XLIII      |        +42 |         (3243)                       |
     54 | Xe XLIV       |        +43 |         [3333.8]                     |
     54 | Xe XLV        |        +44 |         (7660)                       |
     54 | Xe XLVI       |        +45 |         (7889)                       |
     54 | Xe XLVII      |        +46 |         (8144)                       |
     54 | Xe XLVIII     |        +47 |         (8382)                       |
     54 | Xe XLIX       |        +48 |         (8971)                       |
     54 | Xe L          |        +49 |         (9243)                       |
     54 | Xe LI         |        +50 |         (9581)                       |
     54 | Xe LII        |        +51 |         (9810.37)                    |
     54 | Xe LIII       |        +52 |        (40271.724)                   |
     54 | Xe LIV        |        +53 |        (41299.892)                   |
     86 | Rn I          |          0 |           10.74850                   |
     86 | Rn II         |         +1 |          [21.4]                      |
     86 | Rn III        |         +2 |          [29.4]                      |
     86 | Rn IV         |         +3 |          (36.9)                      |
     86 | Rn V          |         +4 |          (52.9)                      |
     86 | Rn VI         |         +5 |          (64.0)                      |
     86 | Rn VII        |         +6 |          (88.0)                      |
     86 | Rn VIII       |         +7 |         (102.0)                      |
     86 | Rn IX         |         +8 |         (154.0)                      |
     86 | Rn X          |         +9 |         (173.9)                      |
     86 | Rn XI         |        +10 |         (195.0)                      |
     86 | Rn XII        |        +11 |         (218.0)                      |
     86 | Rn XIII       |        +12 |         (240)                        |
     86 | Rn XIV        |        +13 |         (264)                        |
     86 | Rn XV         |        +14 |         (293)                        |
     86 | Rn XVI        |        +15 |         (317)                        |
     86 | Rn XVII       |        +16 |         (342)                        |
     86 | Rn XVIII      |        +17 |         (367)                        |
     86 | Rn XIX        |        +18 |         (488)                        |
     86 | Rn XX         |        +19 |         (520)                        |
     86 | Rn XXI        |        +20 |         (550)                        |
     86 | Rn XXII       |        +21 |         (580)                        |
     86 | Rn XXIII      |        +22 |         (640)                        |
     86 | Rn XXIV       |        +23 |         (680)                        |
     86 | Rn XXV        |        +24 |         (760)                        |
     86 | Rn XXVI       |        +25 |         (800)                        |
     86 | Rn XXVII      |        +26 |         (850)                        |
     86 | Rn XXVIII     |        +27 |         (920)                        |
     86 | Rn XXIX       |        +28 |         (980)                        |
     86 | Rn XXX        |        +29 |        (1050)                        |
     86 | Rn XXXI       |        +30 |        (1110)                        |
     86 | Rn XXXII      |        +31 |        (1180)                        |
     86 | Rn XXXIII     |        +32 |        (1250)                        |
     86 | Rn XXXIV      |        +33 |        (1310)                        |
     86 | Rn XXXV       |        +34 |        (1390)                        |
     86 | Rn XXXVI      |        +35 |        (1460)                        |
     86 | Rn XXXVII     |        +36 |        (1520)                        |
     86 | Rn XXXVIII    |        +37 |        (1590)                        |
     86 | Rn XXXIX      |        +38 |        (1660)                        |
     86 | Rn XL         |        +39 |        (1720)                        |
     86 | Rn XLI        |        +40 |        (2033)                        |
     86 | Rn XLII       |        +41 |        (2094)                        |
     86 | Rn XLIII      |        +42 |        (2158)                        |
     86 | Rn XLIV       |        +43 |        (2227)                        |
     86 | Rn XLV        |        +44 |        (2293)                        |
     86 | Rn XLVI       |        +45 |        (2357)                        |
     86 | Rn XLVII      |        +46 |        (2467)                        |
     86 | Rn XLVIII     |        +47 |        (2535)                        |
     86 | Rn XLIX       |        +48 |        (2606)                        |
     86 | Rn L          |        +49 |        (2674)                        |
     86 | Rn LI         |        +50 |        (2944)                        |
     86 | Rn LII        |        +51 |        (3010)                        |
     86 | Rn LIII       |        +52 |        (3082)                        |
     86 | Rn LIV        |        +53 |        (3149)                        |
     86 | Rn LV         |        +54 |        (3433)                        |
     86 | Rn LVI        |        +55 |        (3510)                        |
     86 | Rn LVII       |        +56 |        (3699)                        |
     86 | Rn LVIII      |        +57 |        [3777]                        |
     86 | Rn LIX        |        +58 |        (6169)                        |
     86 | Rn LX         |        +59 |        (6318)                        |
     86 | Rn LXI        |        +60 |        (6476)                        |
     86 | Rn LXII       |        +61 |        (6646)                        |
     86 | Rn LXIII      |        +62 |        (6807)                        |
     86 | Rn LXIV       |        +63 |        (6964)                        |
     86 | Rn LXV        |        +64 |        (7283)                        |
     86 | Rn LXVI       |        +65 |        (7450)                        |
     86 | Rn LXVII      |        +66 |        (7630)                        |
     86 | Rn LXVIII     |        +67 |        (7800)                        |
     86 | Rn LXIX       |        +68 |        (8260)                        |
     86 | Rn LXX        |        +69 |        (8410)                        |
     86 | Rn LXXI       |        +70 |        (8570)                        |
     86 | Rn LXXII      |        +71 |        (8710)                        |
     86 | Rn LXXIII     |        +72 |        (9610)                        |
     86 | Rn LXXIV      |        +73 |        (9780)                        |
     86 | Rn LXXV       |        +74 |       (10120)                        |
     86 | Rn LXXVI      |        +75 |       (10290)                        |
     86 | Rn LXXVII     |        +76 |       (21770)                        |
     86 | Rn LXXVIII    |        +77 |       (22160)                        |
     86 | Rn LXXIX      |        +78 |       (22600)                        |
     86 | Rn LXXX       |        +79 |       (22990)                        |
     86 | Rn LXXXI      |        +80 |       (26310)                        |
     86 | Rn LXXXII     |        +81 |       (26830)                        |
     86 | Rn LXXXIII    |        +82 |       (27490)                        |
     86 | Rn LXXXIV     |        +83 |       (27903.1)                      |
     86 | Rn LXXXV      |        +84 |      (110842.0)                      |
     86 | Rn LXXXVI     |        +85 |      (112843.7)                      |
-----------------------------------------------------------------------------
